GEO_ID|B19013_E001|B19013_M001
1500000US270030508291|149219|35689
1500000US270030508292|163125|35507
1500000US270030508293|122396|6004
1500000US270030508294|82039|57872
1500000US270030509011|69130|20688
1500000US270030509012|76512|8613
1500000US270030509021|132738|32048
1500000US270030509022|81875|18465
1500000US270030509023|92500|33945
1500000US270030510011|72054|23250
1500000US270030510012|61630|14744
1500000US270030510021|84688|23226
1500000US270030510022|96167|20312
1500000US270030511011|59094|20859
1500000US270030511012|114412|43161
1500000US270030511013|61029|58863
1500000US270030511014|98203|19965
1500000US270030511021|167692|137736
1500000US270030511022|61920|23799
1500000US270030511023|73036|5754
1500000US270030511024|86957|11184
1500000US270030511031|100469|52354
1500000US270030511032|86786|21995
1500000US270030511033|59107|14054
1500000US270030512011|62222|14188
1500000US270030512012|50000|26796
1500000US270030512013|66612|4587
1500000US270030512021|60586|11588
1500000US270030512022|58495|14616
1500000US270030512031|79660|2186
1500000US270030512032|63214|19295
1500000US270030512033|92668|23076
1500000US270030512034|87036|36693
1500000US270030512061|-666666666|-222222222
1500000US270030512062|56993|13501
1500000US270030512063|73750|21004
1500000US270030512064|80257|4418
1500000US270030513021|43300|34167
1500000US270030513022|70809|9674
1500000US270030513023|85781|24191
1500000US270030513041|64297|18299
1500000US270030513042|81761|2702
1500000US270030513051|82222|40662
1500000US270030513052|90684|6053
1500000US270030513053|46188|7960
1500000US270030514001|93102|20462
1500000US270030514002|58406|17535
1500000US270030514003|51324|31980
1500000US270030514004|41650|26669
1500000US270030515011|44233|15776
1500000US270030515012|76474|26276
1500000US270030515021|60875|23379
1500000US270030515022|142500|26048
1500000US270030516001|121653|14686
1500000US270030516002|97917|49473
1500000US270030516003|111250|22458
1500000US270030516004|104405|18410
1500000US270054501001|68214|10834
1500000US270054501002|68125|7667
1500000US270054501003|76146|7592
1500000US270054502001|68565|3282
1500000US270054502002|63125|8810
1500000US270054503001|85809|20637
1500000US270054503002|78056|15032
1500000US270054503003|74643|8938
1500000US270054503004|52014|10952
1500000US270054504001|89583|10751
1500000US270054504002|102609|18386
1500000US270054505001|24167|10024
1500000US270054505002|59010|15659
1500000US270054505003|55491|7437
1500000US270054506001|82273|11156
1500000US270054506002|46797|24186
1500000US270054506003|39519|17815
1500000US270054507001|80903|11132
1500000US270054507002|69063|13113
1500000US270054507003|99167|24195
1500000US270054508001|57813|27326
1500000US270054508002|97031|16600
1500000US270054509001|88611|16060
1500000US270054509002|86250|12515
1500000US270054509003|72188|9600
1500000US270054509004|88750|12947
1500000US270059400001|61042|10024
1500000US270059400002|45417|9209
1500000US270059400003|52917|4461
1500000US270059400004|48929|8307
1500000US270059400005|82829|17115
1500000US270074501011|69511|9569
1500000US270074501021|62388|12484
1500000US270074501022|90694|13972
1500000US270074501023|66875|9136
1500000US270074501024|70893|28534
1500000US270074502011|127500|33066
1500000US270074502021|83795|12501
1500000US270074502022|64875|12395
1500000US270074502023|96632|21820
1500000US270074502024|48887|3126
1500000US270074503001|104583|19905
1500000US270074503002|92500|13557
1500000US270074503003|87109|18131
1500000US270074503004|68125|14500
1500000US270074504001|66250|13490
1500000US270074504002|61250|10463
1500000US270074504003|42917|5772
1500000US270074505001|75375|26806
1500000US270074505002|64792|8904
1500000US270074506001|35606|4094
1500000US270074506002|66298|12893
1500000US270074506003|40313|14193
1500000US270074506004|54732|36331
1500000US270074506005|49375|6683
1500000US270074507031|36560|4513
1500000US270074507041|29286|19604
1500000US270074507042|47021|37759
1500000US270074507043|72813|30305
1500000US270074507044|-666666666|-222222222
1500000US270074507051|83869|13399
1500000US270074507061|73179|25825
1500000US270074507062|52679|25951
1500000US270079400011|39563|15563
1500000US270079400012|53821|3187
1500000US270079400013|72647|51046
1500000US270079400021|71250|9900
1500000US270079400022|56667|9455
1500000US270090201001|102639|14161
1500000US270090201002|92292|19496
1500000US270090201003|88507|11346
1500000US270090201004|70870|19401
1500000US270090201005|89632|9908
1500000US270090202021|99375|4281
1500000US270090202022|89896|6933
1500000US270090202031|100208|14606
1500000US270090202032|101250|17456
1500000US270090202051|73214|32442
1500000US270090202052|109583|37844
1500000US270090202061|58333|12071
1500000US270090202062|50000|10939
1500000US270090203001|93235|33446
1500000US270090203002|109107|13940
1500000US270090211021|57163|8872
1500000US270090211022|47448|7233
1500000US270090211023|89722|14290
1500000US270090211031|77857|46543
1500000US270090211032|45729|26362
1500000US270090211033|67581|17286
1500000US270090211041|96292|26226
1500000US270090211042|90000|27106
1500000US270090211043|61250|18397
1500000US270090212011|45057|13483
1500000US270090212012|46927|12054
1500000US270090212013|52770|17115
1500000US270090212014|85028|46969
1500000US270090212015|28956|4191
1500000US270119501001|88674|7061
1500000US270119502001|68214|9527
1500000US270119502002|52875|7765
1500000US270119503001|51250|16429
1500000US270119503002|51667|24316
1500000US270119503003|57841|17395
1500000US270131701001|104844|12023
1500000US270131701002|114167|14167
1500000US270131701003|81200|11053
1500000US270131702001|77074|12389
1500000US270131702002|113864|3019
1500000US270131702003|77763|26547
1500000US270131703001|62708|15787
1500000US270131703002|71300|16655
1500000US270131703003|69750|40547
1500000US270131704001|60781|12433
1500000US270131704002|75250|25424
1500000US270131704003|80099|27522
1500000US270131705001|90096|4302
1500000US270131705002|88393|65865
1500000US270131705003|69182|14046
1500000US270131705004|61758|20785
1500000US270131706001|62550|33949
1500000US270131706002|50357|17236
1500000US270131706003|23097|3985
1500000US270131707001|25925|5041
1500000US270131707002|54167|25575
1500000US270131708001|74779|21646
1500000US270131708002|72529|8045
1500000US270131708003|97895|23090
1500000US270131708004|47177|27396
1500000US270131709001|89265|6960
1500000US270131709002|90865|9761
1500000US270131709003|65227|9132
1500000US270131710001|93295|15608
1500000US270131710002|62813|21156
1500000US270131710003|86250|23404
1500000US270131711011|74543|12625
1500000US270131711012|27594|7175
1500000US270131711013|49946|24070
1500000US270131712021|46563|45513
1500000US270131712022|40727|35182
1500000US270131712023|33522|4110
1500000US270131712024|38996|10880
1500000US270131713001|98333|3487
1500000US270131713002|112500|11019
1500000US270131713003|92386|15358
1500000US270131714001|76042|11683
1500000US270131714002|90156|5314
1500000US270131714003|81250|9872
1500000US270131715001|79821|8897
1500000US270131715002|79167|10212
1500000US270131715003|71875|17193
1500000US270131716001|84076|24974
1500000US270131716002|125259|21840
1500000US270131716003|92426|90733
1500000US270159601011|45741|6009
1500000US270159601012|56518|12575
1500000US270159601021|54931|11832
1500000US270159602001|92222|25336
1500000US270159602002|72500|14032
1500000US270159602003|92917|16132
1500000US270159602004|54395|24071
1500000US270159603001|78261|23852
1500000US270159603002|59364|12879
1500000US270159603003|-666666666|-222222222
1500000US270159603004|-666666666|-222222222
1500000US270159604001|57143|10082
1500000US270159604002|86250|11361
1500000US270159604003|51714|27331
1500000US270159604004|102292|18595
1500000US270159605001|82031|30717
1500000US270159605002|54444|14840
1500000US270159605003|88403|38287
1500000US270159605004|53625|21882
1500000US270159606001|68625|10323
1500000US270159606002|63674|6304
1500000US270159606003|56667|20378
1500000US270159607001|105357|15446
1500000US270159607002|84688|15812
1500000US270159607003|75781|8986
1500000US270159607004|69488|1545
1500000US270170701001|77500|47114
1500000US270170701002|49464|31210
1500000US270170701003|86012|45784
1500000US270170701004|48707|20222
1500000US270170701005|53000|6342
1500000US270170702001|70368|18960
1500000US270170702002|63875|11596
1500000US270170702003|42059|6250
1500000US270170702004|49375|10927
1500000US270170703001|140516|35494
1500000US270170703002|101932|21597
1500000US270170703003|108859|21062
1500000US270170704011|61250|19126
1500000US270170704012|85938|27448
1500000US270170704021|84861|9799
1500000US270170704022|100909|11961
1500000US270170704023|79552|5385
1500000US270170705011|56544|12661
1500000US270170705012|71167|19818
1500000US270170705021|86193|7157
1500000US270170705022|86563|23243
1500000US270170705023|67440|11250
1500000US270170706001|75625|6851
1500000US270170706002|81250|17702
1500000US270170706003|65625|13284
1500000US270170706004|71875|9766
1500000US270179400001|60179|10036
1500000US270179400002|71979|7059
1500000US270179400003|63750|19796
1500000US270190901011|97054|24256
1500000US270190901012|142917|54197
1500000US270190901013|147578|12294
1500000US270190901021|74400|39541
1500000US270190901022|105881|39919
1500000US270190901023|78949|28350
1500000US270190902001|105000|16708
1500000US270190902002|99107|15615
1500000US270190902003|113966|2361
1500000US270190902004|87031|17588
1500000US270190903021|101161|75728
1500000US270190903022|136761|24415
1500000US270190903023|130242|32248
1500000US270190903024|114091|52791
1500000US270190903031|-666666666|-222222222
1500000US270190903032|68583|23294
1500000US270190903033|67772|29811
1500000US270190903041|173108|16976
1500000US270190903042|158125|50063
1500000US270190903043|145000|31331
1500000US270190904011|192470|29364
1500000US270190904012|131000|44522
1500000US270190904013|120833|34800
1500000US270190904014|191964|29102
1500000US270190904021|208516|57567
1500000US270190904022|146021|1267
1500000US270190904023|210185|60328
1500000US270190904024|154537|55794
1500000US270190904025|117875|19037
1500000US270190905011|144871|55605
1500000US270190905012|189886|52251
1500000US270190905021|244196|44361
1500000US270190905022|196250|65886
1500000US270190905031|207969|56209
1500000US270190905032|152232|39017
1500000US270190906011|81500|18007
1500000US270190906012|76250|27418
1500000US270190906013|142109|44963
1500000US270190906021|198684|38429
1500000US270190906022|165714|46822
1500000US270190907021|249306|31019
1500000US270190907022|122625|17938
1500000US270190907023|134219|72334
1500000US270190907031|93266|50540
1500000US270190907032|162841|48806
1500000US270190907033|102545|49632
1500000US270190907041|115106|46623
1500000US270190907042|69643|50042
1500000US270190908011|84342|31777
1500000US270190908012|108578|12495
1500000US270190908013|131176|19035
1500000US270190908014|52188|19733
1500000US270190908015|66997|18799
1500000US270190908021|141979|86457
1500000US270190908022|220040|41729
1500000US270190909011|70625|22003
1500000US270190909012|217625|58686
1500000US270190909021|-666666666|-222222222
1500000US270190909022|94219|49612
1500000US270190909023|104219|36891
1500000US270190910011|37938|28006
1500000US270190910012|72548|20831
1500000US270190910013|107647|94899
1500000US270190910014|140667|112347
1500000US270190910021|58098|33510
1500000US270190910022|180685|59152
1500000US270190910023|109615|87013
1500000US270190910024|92137|76884
1500000US270190910025|207264|35954
1500000US270190911001|97500|38974
1500000US270190911002|185074|51522
1500000US270190911003|114583|29305
1500000US270190911004|76591|17659
1500000US270190911005|122981|78230
1500000US270190911006|125583|16942
1500000US270190911007|124323|25027
1500000US270190912011|79519|36777
1500000US270190912012|99911|24547
1500000US270190912013|65929|24173
1500000US270190912014|84531|12169
1500000US270190912015|74700|12150
1500000US270190912021|97083|24425
1500000US270190912022|110000|19049
1500000US270219400011|71458|9747
1500000US270219400012|66750|13837
1500000US270219400013|85750|20171
1500000US270219400014|34196|8713
1500000US270219400021|44063|10274
1500000US270219400022|62500|14741
1500000US270219400023|58448|2699
1500000US270219601001|60000|6485
1500000US270219601002|49375|6189
1500000US270219602001|70625|7467
1500000US270219602002|54250|4273
1500000US270219602003|61161|6006
1500000US270219603011|49408|6063
1500000US270219603012|53235|4083
1500000US270219603021|58194|7128
1500000US270219603022|60625|7305
1500000US270219606001|59018|8311
1500000US270219606002|61053|9450
1500000US270219606003|53224|6798
1500000US270219607001|68512|3891
1500000US270219607002|54327|11328
1500000US270219607003|44688|6968
1500000US270219607004|57500|9921
1500000US270219608011|107375|9824
1500000US270219608012|86250|5895
1500000US270219608013|92243|15083
1500000US270219608031|61250|5025
1500000US270219608041|94028|17667
1500000US270219608042|70833|16716
1500000US270239503001|59167|11661
1500000US270239503002|58750|21681
1500000US270239504001|68125|13449
1500000US270239504002|57182|16800
1500000US270239504003|103750|24601
1500000US270239505001|85417|7512
1500000US270239505002|75417|15243
1500000US270239506011|47765|10384
1500000US270239506012|-666666666|-222222222
1500000US270239506021|59420|2880
1500000US270239506022|69866|15773
1500000US270239506023|95060|44974
1500000US270251101001|113098|8993
1500000US270251101002|86328|18150
1500000US270251101003|104167|22904
1500000US270251102011|57041|12603
1500000US270251102021|57262|23920
1500000US270251102022|92875|13630
1500000US270251102023|97500|16664
1500000US270251103011|153269|41028
1500000US270251103012|119241|32417
1500000US270251103013|98158|36700
1500000US270251103014|78867|15440
1500000US270251103021|37361|24885
1500000US270251103022|92083|36727
1500000US270251103023|83108|40751
1500000US270251103024|113333|19498
1500000US270251104021|100859|16442
1500000US270251104022|92500|18676
1500000US270251104023|72344|13676
1500000US270251104024|130221|23376
1500000US270251104031|102421|26453
1500000US270251104032|123125|39230
1500000US270251104041|111806|19711
1500000US270251104042|52992|6979
1500000US270251104043|107969|32255
1500000US270251105011|64643|20771
1500000US270251105012|106176|33838
1500000US270251105013|95227|20928
1500000US270251105031|112417|49641
1500000US270251105032|89474|27539
1500000US270251105033|141189|14064
1500000US270251105041|117255|8376
1500000US270251105042|48015|16742
1500000US270251106001|122000|23123
1500000US270251106002|151512|10016
1500000US270251106003|116731|11496
1500000US270251107001|111000|18630
1500000US270251107002|93173|8201
1500000US270251107003|74792|16550
1500000US270270203001|38958|7010
1500000US270270203002|53906|11364
1500000US270270204001|-666666666|-222222222
1500000US270270204002|-666666666|-222222222
1500000US270270204003|26563|9829
1500000US270270204004|121557|15911
1500000US270270205001|123817|17970
1500000US270270205002|86181|19536
1500000US270270205003|69875|29532
1500000US270270205004|108162|53353
1500000US270270206001|66136|31033
1500000US270270206002|74167|23966
1500000US270270206003|-666666666|-222222222
1500000US270270207001|62417|29067
1500000US270270207002|-666666666|-222222222
1500000US270270207003|56750|17705
1500000US270270301061|96538|26027
1500000US270270301071|96154|5277
1500000US270270301081|41655|14196
1500000US270270301082|30057|23952
1500000US270270301091|71157|15831
1500000US270270301092|97500|28641
1500000US270270301101|117563|26362
1500000US270270301102|98097|25445
1500000US270270301103|99079|8855
1500000US270270301111|91813|17435
1500000US270270301112|102273|15825
1500000US270270301113|62019|13983
1500000US270270301121|28705|8495
1500000US270270301122|129519|17431
1500000US270270301123|53516|27448
1500000US270270301124|-666666666|-222222222
1500000US270270302011|87530|10194
1500000US270270302012|72115|11861
1500000US270270302013|101484|9016
1500000US270270302021|105568|12532
1500000US270270302022|69777|14841
1500000US270270303001|60699|22600
1500000US270270303002|80645|24120
1500000US270270303003|-666666666|-222222222
1500000US270270303004|44100|22787
1500000US270270304001|87596|19988
1500000US270270304002|101313|42529
1500000US270290001001|64444|13970
1500000US270290001002|76250|25117
1500000US270290001003|50750|14910
1500000US270290002001|48500|9205
1500000US270290002002|70000|9888
1500000US270290002003|61875|12428
1500000US270290003001|70893|12627
1500000US270290003002|70313|22166
1500000US270290003003|79286|7126
1500000US270290003004|52143|11302
1500000US270314801011|72159|11917
1500000US270314801021|80208|8235
1500000US270314801022|80107|15967
1500000US270314801023|60455|21734
1500000US270314802001|68506|7754
1500000US270314802002|75583|8704
1500000US270319900000|-666666666|-222222222
1500000US270332701001|76563|12681
1500000US270332701002|54167|14675
1500000US270332701003|59583|17724
1500000US270332702001|54167|9699
1500000US270332702002|58365|9820
1500000US270332702003|76667|15729
1500000US270332703001|78929|8528
1500000US270332703002|82639|18415
1500000US270332703003|93750|14530
1500000US270332703004|54861|15718
1500000US270332704001|84432|14113
1500000US270332704002|35795|9649
1500000US270332704003|53318|6898
1500000US270359501001|85029|21487
1500000US270359501002|71750|14393
1500000US270359501003|80417|24680
1500000US270359502041|90033|14489
1500000US270359502042|66195|1359
1500000US270359504011|89306|12121
1500000US270359504012|52788|19834
1500000US270359504013|105446|15010
1500000US270359504021|72891|15217
1500000US270359504022|77614|10572
1500000US270359505011|98500|29648
1500000US270359505012|83942|14721
1500000US270359505013|91484|18956
1500000US270359505021|68583|6252
1500000US270359505022|71136|12630
1500000US270359507011|64883|12703
1500000US270359507012|39467|2217
1500000US270359507021|55469|6754
1500000US270359507022|59375|13778
1500000US270359507023|51935|16610
1500000US270359508011|76125|11479
1500000US270359508012|80833|13108
1500000US270359508021|82679|12793
1500000US270359508022|73250|7578
1500000US270359508023|82500|10220
1500000US270359509011|69602|16383
1500000US270359509012|105938|17917
1500000US270359509021|68359|47046
1500000US270359509022|88485|13602
1500000US270359509023|65208|33265
1500000US270359510001|58726|8185
1500000US270359510002|41934|9433
1500000US270359510003|37100|8966
1500000US270359511001|51518|7247
1500000US270359511002|53269|17398
1500000US270359511003|37386|21162
1500000US270359511004|52648|17713
1500000US270359512001|41719|11178
1500000US270359512002|36854|15666
1500000US270359512003|53674|5236
1500000US270359513011|89161|17430
1500000US270359513012|81481|24793
1500000US270359513013|50329|12401
1500000US270359513031|62917|31321
1500000US270359513032|-666666666|-222222222
1500000US270359513033|78828|18653
1500000US270359513041|79491|25909
1500000US270359513042|72054|59379
1500000US270359514001|72292|12616
1500000US270359514002|94688|9093
1500000US270359514003|84821|14616
1500000US270359514004|90625|8570
1500000US270359516001|72604|18820
1500000US270359516002|72083|22370
1500000US270359516003|63000|10447
1500000US270359516004|91500|18051
1500000US270359517001|97788|18005
1500000US270359517002|69375|11272
1500000US270359517003|85125|32869
1500000US270370601011|78167|30838
1500000US270370601012|105833|24390
1500000US270370601013|54333|26881
1500000US270370601021|49135|23685
1500000US270370601022|126667|50373
1500000US270370601031|124875|48617
1500000US270370601032|130541|22220
1500000US270370601041|82614|11387
1500000US270370601042|44669|25826
1500000US270370601043|40813|10926
1500000US270370601044|106378|20684
1500000US270370601051|60260|27203
1500000US270370601052|42026|22332
1500000US270370601053|64402|20626
1500000US270370601054|23304|22163
1500000US270370602011|83972|12702
1500000US270370602012|88657|15771
1500000US270370602013|82969|29219
1500000US270370602021|122539|20855
1500000US270370602022|55966|26182
1500000US270370602023|82386|17358
1500000US270370603011|81094|21542
1500000US270370603012|-666666666|-222222222
1500000US270370603013|-666666666|-222222222
1500000US270370603014|80370|26687
1500000US270370603021|117962|63546
1500000US270370603022|87857|47551
1500000US270370603023|86364|16233
1500000US270370603024|89444|25515
1500000US270370604011|84306|9734
1500000US270370604012|82614|30960
1500000US270370604021|140139|68255
1500000US270370604022|98421|24762
1500000US270370604023|65688|6237
1500000US270370604024|88281|15629
1500000US270370605021|56104|11752
1500000US270370605022|93469|29107
1500000US270370605023|105221|24931
1500000US270370605024|74583|54382
1500000US270370605031|41250|12930
1500000US270370605032|91891|18937
1500000US270370605033|62588|23198
1500000US270370605034|99844|34323
1500000US270370605051|65906|13160
1500000US270370605052|170240|20968
1500000US270370605053|66935|14878
1500000US270370605054|79701|26313
1500000US270370605061|111691|39311
1500000US270370605062|91012|40959
1500000US270370605063|75353|29866
1500000US270370605064|113601|23930
1500000US270370605071|66099|12256
1500000US270370605072|106667|52246
1500000US270370605073|77976|18202
1500000US270370605081|-666666666|-222222222
1500000US270370605082|113417|15292
1500000US270370605083|196750|37103
1500000US270370605084|250001|-333333333
1500000US270370605085|151250|46074
1500000US270370605091|113250|96875
1500000US270370605092|95227|34800
1500000US270370605093|127197|29584
1500000US270370606031|139265|20153
1500000US270370606032|142500|38235
1500000US270370606033|129191|11680
1500000US270370606034|131250|43035
1500000US270370606041|112795|6244
1500000US270370606042|157344|53902
1500000US270370606043|166500|39643
1500000US270370606051|-666666666|-222222222
1500000US270370606052|170724|68619
1500000US270370606053|59131|17672
1500000US270370606061|111538|26279
1500000US270370606062|112458|6018
1500000US270370607091|90586|25263
1500000US270370607092|114663|30789
1500000US270370607093|66250|12496
1500000US270370607094|121786|40753
1500000US270370607101|113333|28229
1500000US270370607102|54375|25991
1500000US270370607103|55800|49111
1500000US270370607104|-666666666|-222222222
1500000US270370607111|68864|31155
1500000US270370607112|55720|9096
1500000US270370607113|94205|49706
1500000US270370607114|83281|54885
1500000US270370607131|101389|21224
1500000US270370607132|111618|15638
1500000US270370607141|112171|17160
1500000US270370607142|82750|28141
1500000US270370607143|80179|9482
1500000US270370607161|99643|30931
1500000US270370607162|186667|35545
1500000US270370607171|-666666666|-222222222
1500000US270370607172|-666666666|-222222222
1500000US270370607173|-666666666|-222222222
1500000US270370607174|146750|39082
1500000US270370607175|-666666666|-222222222
1500000US270370607176|89750|13243
1500000US270370607211|52679|26238
1500000US270370607212|106184|15418
1500000US270370607251|83089|8698
1500000US270370607252|45278|15426
1500000US270370607253|62708|13988
1500000US270370607261|99306|40472
1500000US270370607262|49922|17402
1500000US270370607263|73304|22272
1500000US270370607271|125457|34555
1500000US270370607272|-666666666|-222222222
1500000US270370607273|80172|11942
1500000US270370607281|139444|53061
1500000US270370607282|75347|10982
1500000US270370607283|130167|33946
1500000US270370607291|120962|27691
1500000US270370607292|136667|18749
1500000US270370607293|130395|20257
1500000US270370607311|158203|33434
1500000US270370607312|130250|25909
1500000US270370607313|121715|28522
1500000US270370607314|217159|37347
1500000US270370607321|188056|27454
1500000US270370607322|184400|37863
1500000US270370607323|109464|40359
1500000US270370607324|129345|36845
1500000US270370607331|77031|31555
1500000US270370607332|99031|25192
1500000US270370607333|75313|18618
1500000US270370607341|91310|19333
1500000US270370607342|138214|77915
1500000US270370607343|156375|43262
1500000US270370607344|177813|104554
1500000US270370607351|36766|15879
1500000US270370607352|99844|43947
1500000US270370607353|-666666666|-222222222
1500000US270370607354|63083|30213
1500000US270370607371|73229|21661
1500000US270370607372|43355|10775
1500000US270370607373|55658|12940
1500000US270370607381|101250|39242
1500000US270370607382|96950|6627
1500000US270370607391|120000|33988
1500000US270370607392|-666666666|-222222222
1500000US270370607393|56786|14336
1500000US270370607394|143750|46147
1500000US270370607395|65469|30218
1500000US270370607421|160455|20382
1500000US270370607422|144861|29811
1500000US270370607423|102083|18372
1500000US270370607431|103980|34214
1500000US270370607441|147083|13298
1500000US270370607451|113430|3776
1500000US270370607452|68750|22619
1500000US270370607453|-666666666|-222222222
1500000US270370607454|-666666666|-222222222
1500000US270370607455|-666666666|-222222222
1500000US270370607456|75172|46995
1500000US270370607461|62917|30498
1500000US270370607462|97188|31193
1500000US270370607471|91667|22811
1500000US270370607472|98797|4509
1500000US270370607481|48011|12844
1500000US270370607482|135069|31953
1500000US270370607483|-666666666|-222222222
1500000US270370607484|90667|36341
1500000US270370607491|78875|13782
1500000US270370607501|65781|9360
1500000US270370607502|126389|51748
1500000US270370607503|74971|7176
1500000US270370607511|242047|38868
1500000US270370607512|124000|76113
1500000US270370607521|164016|18495
1500000US270370607522|170438|45985
1500000US270370607523|176347|15434
1500000US270370607531|68165|21561
1500000US270370607532|115130|58621
1500000US270370607541|96053|19025
1500000US270370607542|54454|9068
1500000US270370607543|119637|28437
1500000US270370607544|92500|22398
1500000US270370608051|56705|4993
1500000US270370608052|87278|28732
1500000US270370608053|82759|50850
1500000US270370608061|152344|31764
1500000US270370608062|131786|15105
1500000US270370608063|81696|13130
1500000US270370608064|141619|16437
1500000US270370608111|104130|46479
1500000US270370608112|98021|57295
1500000US270370608113|-666666666|-222222222
1500000US270370608114|47971|7844
1500000US270370608115|105195|57203
1500000US270370608121|134479|59052
1500000US270370608122|93355|34802
1500000US270370608123|60536|21698
1500000US270370608124|97824|21037
1500000US270370608131|116724|24429
1500000US270370608132|147426|39709
1500000US270370608133|80950|67857
1500000US270370608141|108633|18005
1500000US270370608142|141304|24499
1500000US270370608143|198345|16842
1500000US270370608144|121563|13481
1500000US270370608145|110850|37552
1500000US270370608151|141250|54775
1500000US270370608152|83678|8344
1500000US270370608153|115250|37591
1500000US270370608161|189084|10452
1500000US270370608162|175529|42579
1500000US270370608163|229500|19557
1500000US270370608164|147772|71305
1500000US270370608191|146625|49902
1500000US270370608192|95303|26462
1500000US270370608193|156742|66873
1500000US270370608194|133617|22789
1500000US270370608221|127292|19296
1500000US270370608231|107917|33429
1500000US270370608232|142893|40230
1500000US270370608233|121250|35163
1500000US270370608241|131369|21902
1500000US270370608242|61992|5298
1500000US270370608281|-666666666|-222222222
1500000US270370608282|72628|21104
1500000US270370608283|91719|39343
1500000US270370608284|145441|53817
1500000US270370608285|71026|11015
1500000US270370608291|73272|15647
1500000US270370608292|90066|50800
1500000US270370608301|95143|29108
1500000US270370608302|114559|44901
1500000US270370608303|99200|70673
1500000US270370608311|168974|36922
1500000US270370608312|158779|20407
1500000US270370608313|124821|87144
1500000US270370608321|135039|40005
1500000US270370608322|104141|87154
1500000US270370608323|134816|117584
1500000US270370608324|115625|19274
1500000US270370608331|86274|38601
1500000US270370608332|131417|23261
1500000US270370608341|153618|63274
1500000US270370608342|175865|19870
1500000US270370608351|124962|57482
1500000US270370608352|136866|24005
1500000US270370608353|136298|37481
1500000US270370608361|-666666666|-222222222
1500000US270370608362|72586|21277
1500000US270370608363|-666666666|-222222222
1500000US270370608364|143420|23989
1500000US270370608365|111583|36078
1500000US270370608371|-666666666|-222222222
1500000US270370608372|156371|27022
1500000US270370608381|105304|12310
1500000US270370608382|58618|13716
1500000US270370608383|100489|35559
1500000US270370608391|154318|36898
1500000US270370608392|148702|43128
1500000US270370608393|123281|46114
1500000US270370608401|106824|44518
1500000US270370608402|160278|68801
1500000US270370608403|171162|24482
1500000US270370608411|83875|19552
1500000US270370608412|71100|59467
1500000US270370608413|193399|27931
1500000US270370609021|142803|21641
1500000US270370609022|97000|30070
1500000US270370609023|102917|36998
1500000US270370609041|76689|32170
1500000US270370609042|51694|17445
1500000US270370609043|52007|4868
1500000US270370609044|108625|64212
1500000US270370609051|126125|27266
1500000US270370609052|84625|9602
1500000US270370609053|100375|17628
1500000US270370609061|148000|12759
1500000US270370609062|123158|13121
1500000US270370609063|144297|21837
1500000US270370609071|118776|43977
1500000US270370609072|143889|58547
1500000US270370609073|151667|44231
1500000US270370609074|118214|14484
1500000US270370609075|134938|53257
1500000US270370609076|162438|30496
1500000US270370610011|117717|19630
1500000US270370610012|104615|9138
1500000US270370610013|117917|30425
1500000US270370610014|160313|16430
1500000US270370610031|-666666666|-222222222
1500000US270370610032|158942|21889
1500000US270370610051|84231|10710
1500000US270370610052|94688|14903
1500000US270370610071|147900|21911
1500000US270370610072|125795|66228
1500000US270370610073|86554|16330
1500000US270370610074|145983|8522
1500000US270370610081|58686|12906
1500000US270370610082|71207|14970
1500000US270370610091|183876|14100
1500000US270370610092|93846|45843
1500000US270370610093|103750|40972
1500000US270370610094|120297|34198
1500000US270370610095|161667|64309
1500000US270370610101|245721|102668
1500000US270370610102|164904|82327
1500000US270370610111|167153|45207
1500000US270370610112|90714|17245
1500000US270370611021|52198|9299
1500000US270370611022|78728|17103
1500000US270370611023|98417|18074
1500000US270370611024|81333|11945
1500000US270370611051|85833|30222
1500000US270370611052|84444|16332
1500000US270370611061|101528|18862
1500000US270370611062|57411|24631
1500000US270370611091|70547|18234
1500000US270370611092|78109|18886
1500000US270370611101|94643|29556
1500000US270370611102|101442|4184
1500000US270370611111|141512|27116
1500000US270370611112|83581|38447
1500000US270370611121|96422|22188
1500000US270370611122|120625|18710
1500000US270370614011|110833|36939
1500000US270370614012|134643|13539
1500000US270370614021|95000|14848
1500000US270370614022|114135|11997
1500000US270370614023|92188|12668
1500000US270370614024|107250|7357
1500000US270370615011|104063|15706
1500000US270370615012|-666666666|-222222222
1500000US270370615013|106406|35053
1500000US270370615021|103906|15679
1500000US270370615022|121800|7687
1500000US270370615023|99706|28810
1500000US270399501001|107000|9430
1500000US270399501002|115250|26569
1500000US270399501003|118750|13809
1500000US270399501004|153333|29845
1500000US270399502001|102500|10672
1500000US270399502002|91250|26429
1500000US270399502003|79271|15481
1500000US270399503001|76375|8093
1500000US270399503002|93125|10357
1500000US270399503003|73977|5525
1500000US270399504001|107500|12245
1500000US270399504002|68542|7028
1500000US270399504003|93068|14401
1500000US270399505001|93625|44545
1500000US270399505002|91510|11220
1500000US270399505003|76473|34792
1500000US270414501001|87679|8867
1500000US270414501002|70521|9354
1500000US270414501003|80893|13593
1500000US270414502001|58400|12912
1500000US270414502002|86771|9064
1500000US270414502003|79107|23801
1500000US270414502004|91599|2501
1500000US270414505001|74792|11113
1500000US270414505002|70208|11719
1500000US270414505003|103785|18379
1500000US270414505004|125956|35440
1500000US270414506011|51650|5755
1500000US270414506012|66190|16782
